"timestamp","scene name","event"
"1691770550292","02-TrackingScene","target_found"
"1691770555540","02-TrackingScene","target_lost"
"1691770632766","02-TrackingScene","target_found"
"1691770667322","02-TrackingScene","target_lost"
"1691770708105","02-TrackingScene","target_found"
"1691770710515","02-TrackingScene","target_lost"
"1691770776186","02-TrackingScene","target_found"
"1691770779371","02-TrackingScene","target_lost"
"1691770801421","02-TrackingScene","target_found"
"1691770802076","02-TrackingScene","target_lost"
"1691770815353","02-TrackingScene","target_found"
"1691770820152","02-TrackingScene","target_lost"
"1691770834823","02-TrackingScene","target_found"
"1691770835126","02-TrackingScene","target_lost"
"1691770835203","02-TrackingScene","target_found"
"1691770835271","02-TrackingScene","target_lost"
"1691770899085","02-TrackingScene","target_found"
"1691770909543","02-TrackingScene","target_lost"
"1691770921411","02-TrackingScene","target_found"
"1691770928025","02-TrackingScene","target_lost"
"1691770928055","02-TrackingScene","target_found"
"1691770928151","02-TrackingScene","target_lost"
"1691770945368","02-TrackingScene","target_found"
"1691770956673","02-TrackingScene","target_lost"
"1691770978221","02-TrackingScene","target_found"
"1691771001499","02-TrackingScene","target_lost"
